job_id,title,company,city,country,posted_date,employment_type,is_internship,is_remote,applicant_count,url
4382701424,Praktikum im Bereich Institutional Clients & Transaction Banking Sales,Commerzbank AG,Frankfurt,Germany,2026-03-11 19:21:14,On-site,True,False,,https://www.linkedin.com/jobs/view/4382701424
4393698563,Praktikum (m/w/d) Inbound-Sales (Remote),Pflege Panorama,Germany,Germany,2026-03-28 15:42:29,Remote,True,True,,https://www.linkedin.com/jobs/view/4393698563
4362276301,Praktikum Internationaler Vertrieb Europa,Porsche AG,Stuttgart,Germany,2026-03-26 14:08:42,On-site,True,False,,https://www.linkedin.com/jobs/view/4362276301
4359465731,"DEU Business Development Intern - 6 Months, Amazon University Talent Acquisition",Amazon,Munich,Germany,2026-03-15 14:04:20,Full-time,True,False,,https://www.linkedin.com/jobs/view/4359465731
4380405079,Praktikum Sales & Operations Planning (m/w/d),Vetter Pharma,Ravensburg,Germany,2026-03-26 14:28:00,Full-time,True,False,,https://www.linkedin.com/jobs/view/4380405079
4381497444,Trainee Business Development (m/w/d),Allianz in Deutschland,Unterföhring,Germany,2026-03-06 12:46:10,Hybrid,False,False,,https://www.linkedin.com/jobs/view/4381497444
4381881715,Praktikum Vertrieb (4 Wochen),Lidl in Germany,Frankfurt am Main,Germany,2026-03-09 18:55:57,Full-time,True,False,,https://www.linkedin.com/jobs/view/4381881715
4343208343,Praktikum (all genders) ETF-Sales bei BNP Paribas Asset Management,BNP Paribas,Frankfurt,Germany,2026-03-20 15:10:05,On-site,True,False,,https://www.linkedin.com/jobs/view/4343208343
4390362531,Praktikum Marketing & Vertrieb,Deutsche Telekom Services Europe SE,Cologne Bonn Region,Cologne Bonn Region,2026-03-25 16:13:59,On-site,True,False,,https://www.linkedin.com/jobs/view/4390362531
4385953276,Praktikum After Sales Plattform (w/m/d),Volkswagen Group,Munich,Germany,2026-03-17 18:08:51,On-site,True,False,,https://www.linkedin.com/jobs/view/4385953276
4359625574,Principal Software Engineer,Amazon Web Services (AWS),Berlin,Germany,2026-03-15 14:19:30,Full-time,False,False,,https://www.linkedin.com/jobs/view/4359625574
4382807539,Sales Engineering Intern m/f/d,Texas Instruments Europe,Garching,Germany,2026-03-11 01:32:44,Volunteer,True,False,,https://www.linkedin.com/jobs/view/4382807539
4384707771,Praktikum Marketing & Vertrieb: Internationaler Vertrieb / Partner Markets (WiSe 26/27),Festool Group,Wendlingen,Germany,2026-03-24 15:11:37,Remote,True,True,,https://www.linkedin.com/jobs/view/4384707771
